year,state,congressional_district,party,candidatevotes,totalvotes
2018,INDIANA,2,REPUBLICAN,125499,228889
2018,INDIANA,3,REPUBLICAN,158927,245537
2018,INDIANA,4,REPUBLICAN,156539,244363
2018,INDIANA,5,REPUBLICAN,180035,317177
2018,INDIANA,6,REPUBLICAN,154260,241726
2018,INDIANA,7,DEMOCRAT,141139,217596
2018,INDIANA,8,REPUBLICAN,157396,244291
2018,INDIANA,9,REPUBLICAN,153271,271361
2018,IOWA,1,DEMOCRAT,170342,334243
2018,IOWA,2,DEMOCRAT,171446,312913
2018,IOWA,3,DEMOCRAT,175642,356241
2018,IOWA,4,REPUBLICAN,157676,313251
2018,KANSAS,1,REPUBLICAN,153082,224640
2018,KANSAS,2,REPUBLICAN,126098,264688
2018,KANSAS,3,DEMOCRAT,170518,318301
2018,KANSAS,4,REPUBLICAN,144248,242693
2018,KENTUCKY,1,REPUBLICAN,172167,251016
2018,KENTUCKY,2,REPUBLICAN,171700,257345
2018,KENTUCKY,3,DEMOCRAT,173002,278720
2018,KENTUCKY,4,REPUBLICAN,162946,261812
2018,KENTUCKY,5,REPUBLICAN,172093,218017
2018,KENTUCKY,6,REPUBLICAN,154468,302888
2018,LOUISIANA,1,REPUBLICAN,192555,269325
2018,LOUISIANA,2,DEMOCRAT,190182,235982
2018,LOUISIANA,3,REPUBLICAN,136876,245943
2018,LOUISIANA,4,REPUBLICAN,139326,216872
2018,LOUISIANA,5,REPUBLICAN,149018,223946
2018,LOUISIANA,6,REPUBLICAN,186553,268525
2018,MAINE,1,DEMOCRAT,201195,342053
2018,MAINE,2,DEMOCRAT,139231,281371
2018,MARYLAND,1,REPUBLICAN,183662,306132
2018,MARYLAND,2,DEMOCRAT,167201,253302
2018,MARYLAND,3,DEMOCRAT,202407,292880
2018,MARYLAND,4,DEMOCRAT,209642,268583
2018,MARYLAND,5,DEMOCRAT,213796,304209
2018,MARYLAND,6,DEMOCRAT,163346,276974
2018,MARYLAND,7,DEMOCRAT,202345,264710
2018,MARYLAND,8,DEMOCRAT,217679,319330
2018,MASSACHUSETTS,1,DEMOCRAT,211790,216900
2018,MASSACHUSETTS,2,DEMOCRAT,191332,284893
2018,MASSACHUSETTS,3,DEMOCRAT,173175,279327
2018,MASSACHUSETTS,4,DEMOCRAT,245289,251016
2018,MASSACHUSETTS,5,DEMOCRAT,236243,311324
2018,MASSACHUSETTS,6,DEMOCRAT,217703,333975
2018,MASSACHUSETTS,7,DEMOCRAT,216559,220411
2018,MASSACHUSETTS,8,DEMOCRAT,259159,263307
2018,MASSACHUSETTS,9,DEMOCRAT,192347,323928
2018,MICHIGAN,1,REPUBLICAN,187251,332497
2018,MICHIGAN,2,REPUBLICAN,168970,305463
2018,MICHIGAN,3,REPUBLICAN,169107,310740
2018,MICHIGAN,4,REPUBLICAN,178510,285050
2018,MICHIGAN,5,DEMOCRAT,164502,276413
2018,MICHIGAN,6,REPUBLICAN,147436,293438
2018,MICHIGAN,7,REPUBLICAN,158730,295060
2018,MICHIGAN,8,DEMOCRAT,172880,341593
2018,MICHIGAN,9,DEMOCRAT,181734,304563
2018,MICHIGAN,10,REPUBLICAN,182808,303064
2018,MICHIGAN,11,DEMOCRAT,181912,350901
2018,MICHIGAN,12,DEMOCRAT,200588,294628
2018,MICHIGAN,13,DEMOCRAT,165355,196299
2018,MICHIGAN,14,DEMOCRAT,214334,264994
2018,MINNESOTA,1,REPUBLICAN,146200,291661
2018,MINNESOTA,2,DEMOCRAT,177958,337968
2018,MINNESOTA,3,DEMOCRAT,202404,363949
2018,MINNESOTA,4,DEMOCRAT,216865,328614
2018,MINNESOTA,5,DEMOCRAT,267703,343358
2018,MINNESOTA,6,REPUBLICAN,192931,315726
2018,MINNESOTA,7,DEMOCRAT,146672,281509
2018,MINNESOTA,8,REPUBLICAN,159364,314211
2018,MISSISSIPPI,1,REPUBLICAN,158245,236521
2018,MISSISSIPPI,2,DEMOCRAT,158921,221379
2018,MISSISSIPPI,3,REPUBLICAN,160284,257271
2018,MISSISSIPPI,4,REPUBLICAN,152633,223732
2018,MISSOURI,1,DEMOCRAT,219781,274375
2018,MISSOURI,2,REPUBLICAN,192477,376066
2018,MISSOURI,3,REPUBLICAN,211243,324608
2018,MISSOURI,4,REPUBLICAN,190138,293316
2018,MISSOURI,5,DEMOCRAT,175019,283785
2018,MISSOURI,6,REPUBLICAN,199796,305409
2018,MISSOURI,7,REPUBLICAN,196343,296455
2018,MISSOURI,8,REPUBLICAN,194042,264399
2018,NEBRASKA,1,REPUBLICAN,141712,234781
2018,NEBRASKA,2,REPUBLICAN,126715,248485
2018,NEBRASKA,3,REPUBLICAN,163650,213304
2018,NEVADA,1,DEMOCRAT,100707,152201
2018,NEVADA,2,REPUBLICAN,167435,287537
2018,NEVADA,3,DEMOCRAT,148501,286168
2018,NEVADA,4,DEMOCRAT,121962,234868
2018,NEW HAMPSHIRE,1,DEMOCRAT,155884,291039
2018,NEW HAMPSHIRE,2,DEMOCRAT,155358,279705
2018,NEW JERSEY,1,DEMOCRAT,169628,263418
2018,NEW JERSEY,2,DEMOCRAT,136685,258363
2018,NEW JERSEY,3,DEMOCRAT,153473,306875
2018,NEW JERSEY,4,REPUBLICAN,163065,294348
2018,NEW JERSEY,5,DEMOCRAT,169546,301823
2018,NEW JERSEY,6,DEMOCRAT,140752,221195
2018,NEW JERSEY,7,DEMOCRAT,166985,322742
2018,NEW JERSEY,8,DEMOCRAT,119881,153455
2018,NEW JERSEY,9,DEMOCRAT,140832,200416
2018,NEW JERSEY,10,DEMOCRAT,175253,200159
2018,NEW JERSEY,11,DEMOCRAT,183684,323574
2018,NEW JERSEY,12,DEMOCRAT,173334,252375
2018,NEW MEXICO,1,DEMOCRAT,147336,249162
2018,NEW MEXICO,2,DEMOCRAT,101489,199256
2018,NEW MEXICO,3,DEMOCRAT,155201,244893
2018,NEW YORK,1,DEMOCRAT,124213,270053
2018,NEW YORK,2,REPUBLICAN,112565,241217
2018,NEW YORK,3,DEMOCRAT,149937,267062
2018,NEW YORK,4,DEMOCRAT,156728,260206
2018,NEW YORK,5,DEMOCRAT,160500,161471
2018,NEW YORK,6,DEMOCRAT,104293,123421
2018,NEW YORK,7,DEMOCRAT,134125,157302
2018,NEW YORK,8,DEMOCRAT,170850,191567
2018,NEW YORK,9,DEMOCRAT,167269,203423
2018,NEW YORK,10,DEMOCRAT,162131,210958
2018,NEW YORK,11,DEMOCRAT,96850,192173
2018,NEW YORK,12,DEMOCRAT,205858,251877
2018,NEW YORK,13,DEMOCRAT,171341,190688
2018,NEW YORK,14,DEMOCRAT,110318,141204
2018,NEW YORK,15,DEMOCRAT,122007,129751
2018,NEW YORK,16,DEMOCRAT,172815,183356
2018,NEW YORK,17,DEMOCRAT,159923,193841
2018,NEW YORK,18,DEMOCRAT,126368,251690
2018,NEW YORK,19,DEMOCRAT,135582,287986
2018,NEW YORK,20,DEMOCRAT,161330,266014
2018,NEW YORK,21,REPUBLICAN,116433,235267
2018,NEW YORK,22,DEMOCRAT,116001,251212
2018,NEW YORK,23,REPUBLICAN,114722,240374
2018,NEW YORK,24,DEMOCRAT,115902,260477
2018,NEW YORK,25,DEMOCRAT,147979,270120
2018,NEW YORK,26,DEMOCRAT,156968,230663
2018,NEW YORK,27,DEMOCRAT,128167,285300
2018,NORTH CAROLINA,1,DEMOCRAT,190457,272675
2018,NORTH CAROLINA,2,REPUBLICAN,170072,331704
2018,NORTH CAROLINA,3,REPUBLICAN,187901,187901
2018,NORTH CAROLINA,4,DEMOCRAT,247067,341403
2018,NORTH CAROLINA,5,REPUBLICAN,159917,280385
2018,NORTH CAROLINA,6,REPUBLICAN,160709,284360
2018,NORTH CAROLINA,7,REPUBLICAN,156809,282312
2018,NORTH CAROLINA,8,REPUBLICAN,141402,255521
2018,NORTH CAROLINA,9,REPUBLICAN,139246,282717
2018,NORTH CAROLINA,10,REPUBLICAN,164969,278228
2018,NORTH CAROLINA,11,REPUBLICAN,178012,300666
2018,NORTH CAROLINA,12,DEMOCRAT,203974,279138
2018,NORTH CAROLINA,13,REPUBLICAN,147570,286316
2018,OHIO,1,REPUBLICAN,154409,300871
2018,OHIO,2,REPUBLICAN,166714,289661
2018,OHIO,3,DEMOCRAT,181575,246677
2018,OHIO,4,REPUBLICAN,167993,257405
2018,OHIO,5,REPUBLICAN,176569,283617
2018,OHIO,6,REPUBLICAN,172774,249490
2018,OHIO,7,REPUBLICAN,153117,260653
2018,OHIO,8,REPUBLICAN,173852,261133
2018,OHIO,9,DEMOCRAT,157219,231937
2018,OHIO,10,REPUBLICAN,157554,281726
2018,OHIO,11,DEMOCRAT,206138,250660
2018,OHIO,12,REPUBLICAN,175677,341647
2018,OHIO,13,DEMOCRAT,153323,251370
2018,OHIO,14,REPUBLICAN,169809,307358
2018,OHIO,15,REPUBLICAN,170593,292443
2018,OHIO,16,REPUBLICAN,170029,299710
2018,OKLAHOMA,1,REPUBLICAN,150129,253171
2018,OKLAHOMA,2,REPUBLICAN,140451,216002
2018,OKLAHOMA,3,REPUBLICAN,172913,234065
2018,OKLAHOMA,4,REPUBLICAN,149227,236638
2018,OKLAHOMA,5,DEMOCRAT,121149,238960
2018,OREGON,1,DEMOCRAT,231198,363249
2018,OREGON,2,REPUBLICAN,207597,368709
2018,OREGON,3,DEMOCRAT,279019,384326
2018,OREGON,4,DEMOCRAT,208710,372893
2018,OREGON,5,DEMOCRAT,197187,358469
2018,PENNSYLVANIA,1,REPUBLICAN,169053,329798
2018,PENNSYLVANIA,2,DEMOCRAT,159600,201982
2018,PENNSYLVANIA,3,DEMOCRAT,287610,307997
2018,PENNSYLVANIA,4,DEMOCRAT,211524,332991
2018,PENNSYLVANIA,5,DEMOCRAT,198639,304714
2018,PENNSYLVANIA,6,DEMOCRAT,177704,301828
2018,PENNSYLVANIA,7,DEMOCRAT,140813,263261
2018,PENNSYLVANIA,8,DEMOCRAT,135603,248166
2018,PENNSYLVANIA,9,REPUBLICAN,148723,248927
2018,PENNSYLVANIA,10,REPUBLICAN,149365,291033
2018,PENNSYLVANIA,11,REPUBLICAN,163708,277584
2018,PENNSYLVANIA,12,REPUBLICAN,161047,243872
2018,PENNSYLVANIA,13,REPUBLICAN,178533,253266
2018,PENNSYLVANIA,14,REPUBLICAN,151386,261437
2018,PENNSYLVANIA,15,REPUBLICAN,165245,243572
2018,PENNSYLVANIA,16,REPUBLICAN,135348,262396
2018,PENNSYLVANIA,17,DEMOCRAT,183162,325579
2018,PENNSYLVANIA,18,DEMOCRAT,231472,231472
2018,RHODE ISLAND,1,DEMOCRAT,116099,174083
2018,RHODE ISLAND,2,DEMOCRAT,126476,199197
2018,SOUTH CAROLINA,1,DEMOCRAT,145455,287433
2018,SOUTH CAROLINA,2,REPUBLICAN,144642,257139
2018,SOUTH CAROLINA,3,REPUBLICAN,153338,226204
2018,SOUTH CAROLINA,4,REPUBLICAN,145321,243950
2018,SOUTH CAROLINA,5,REPUBLICAN,141757,248579
2018,SOUTH CAROLINA,6,DEMOCRAT,144765,206433
2018,SOUTH CAROLINA,7,REPUBLICAN,142681,239554
2018,TENNESSEE,1,REPUBLICAN,172835,224282
2018,TENNESSEE,2,REPUBLICAN,172856,262134
2018,TENNESSEE,3,REPUBLICAN,156512,245765
2018,TENNESSEE,4,REPUBLICAN,147323,232451
2018,TENNESSEE,5,DEMOCRAT,177923,262248
2018,TENNESSEE,6,REPUBLICAN,172810,248740
2018,TENNESSEE,7,REPUBLICAN,170071,254384
2018,TENNESSEE,8,REPUBLICAN,168030,248345
2018,TENNESSEE,9,DEMOCRAT,145139,181476
2018,TEXAS,1,REPUBLICAN,168165,232720
2018,TEXAS,2,REPUBLICAN,139188,263392
2018,TEXAS,3,REPUBLICAN,169520,312511
2018,TEXAS,4,REPUBLICAN,188667,249245
2018,TEXAS,5,REPUBLICAN,130617,209507
2018,TEXAS,6,REPUBLICAN,135961,256042
2018,TEXAS,7,DEMOCRAT,127959,243601
2018,TEXAS,8,REPUBLICAN,200619,273170
2018,TEXAS,9,DEMOCRAT,136256,153001
2018,TEXAS,10,REPUBLICAN,157166,307827
2018,TEXAS,11,REPUBLICAN,176603,220377
2018,TEXAS,12,REPUBLICAN,172557,268491
2018,TEXAS,13,REPUBLICAN,169027,207285
2018,TEXAS,14,REPUBLICAN,138942,234528
2018,TEXAS,15,DEMOCRAT,98333,164802
2018,TEXAS,16,DEMOCRAT,124437,181754
2018,TEXAS,17,REPUBLICAN,134841,237351
2018,TEXAS,18,DEMOCRAT,138704,184332
2018,TEXAS,19,REPUBLICAN,151946,201985
2018,TEXAS,20,DEMOCRAT,139038,171963
2018,TEXAS,21,REPUBLICAN,177654,353617
2018,TEXAS,22,REPUBLICAN,152750,297405
2018,TEXAS,23,REPUBLICAN,103285,210069
2018,TEXAS,24,REPUBLICAN,133317,263418
2018,TEXAS,25,REPUBLICAN,163023,304553
2018,TEXAS,26,REPUBLICAN,185551,312505
2018,TEXAS,27,REPUBLICAN,125118,207421
2018,TEXAS,28,DEMOCRAT,117494,139226
2018,TEXAS,29,DEMOCRAT,88188,117494
2018,TEXAS,30,DEMOCRAT,166784,183174
2018,TEXAS,31,REPUBLICAN,144680,286007
2018,TEXAS,32,DEMOCRAT,144067,275620
2018,TEXAS,33,DEMOCRAT,90805,119224
2018,TEXAS,34,DEMOCRAT,85825,143068
2018,TEXAS,35,DEMOCRAT,138278,194067
2018,TEXAS,36,REPUBLICAN,161048,221956
2018,UTAH,1,REPUBLICAN,156692,254333
2018,UTAH,2,REPUBLICAN,151489,270044
2018,UTAH,3,REPUBLICAN,174856,258858
2018,UTAH,4,DEMOCRAT,134964,269271
2018,VIRGINIA,1,REPUBLICAN,183250,332101
2018,VIRGINIA,2,DEMOCRAT,139571,273400
2018,VIRGINIA,3,DEMOCRAT,198615,217722
2018,VIRGINIA,4,DEMOCRAT,187642,299854
2018,VIRGINIA,5,REPUBLICAN,165339,310926
2018,VIRGINIA,6,REPUBLICAN,167957,281377
2018,VIRGINIA,7,DEMOCRAT,176079,349803
2018,VIRGINIA,8,DEMOCRAT,247137,324748
2018,VIRGINIA,9,REPUBLICAN,160933,246980
2018,VIRGINIA,10,DEMOCRAT,206356,367795
2018,VIRGINIA,11,DEMOCRAT,219191,308250
2018,WASHINGTON,1,DEMOCRAT,197209,332743
2018,WASHINGTON,2,DEMOCRAT,210187,294833
2018,WASHINGTON,3,REPUBLICAN,161819,307226
2018,WASHINGTON,4,REPUBLICAN,141551,225336
2018,WASHINGTON,5,REPUBLICAN,175422,320347
2018,WASHINGTON,6,DEMOCRAT,206409,323086
2018,WASHINGTON,7,DEMOCRAT,329800,394681
2018,WASHINGTON,8,DEMOCRAT,164089,313057
2018,WASHINGTON,9,DEMOCRAT,163345,240567
2018,WASHINGTON,10,DEMOCRAT,166215,270075
2018,WEST VIRGINIA,1,REPUBLICAN,127997,198214
2018,WEST VIRGINIA,2,REPUBLICAN,110504,204792
2018,WEST VIRGINIA,3,REPUBLICAN,98645,174985
2018,WISCONSIN,1,REPUBLICAN,177492,325317
2018,WISCONSIN,2,DEMOCRAT,309116,317295
2018,WISCONSIN,3,DEMOCRAT,187888,314989
2018,WISCONSIN,4,DEMOCRAT,206487,273087
2018,WISCONSIN,5,REPUBLICAN,225619,364288
2018,WISCONSIN,6,REPUBLICAN,180311,325065
2018,WISCONSIN,7,REPUBLICAN,194061,322840
2018,WISCONSIN,8,REPUBLICAN,209410,328774
2020,ALABAMA,1,REPUBLICAN,211825,329075
2020,ALABAMA,2,REPUBLICAN,197996,303569
2020,ALABAMA,3,REPUBLICAN,217384,322234
2020,ALABAMA,4,REPUBLICAN,261553,318029
2020,ALABAMA,5,REPUBLICAN,253094,264160
2020,ALABAMA,6,REPUBLICAN,274160,282261
2020,ALABAMA,7,DEMOCRAT,225742,232331
2020,ARIZONA,1,DEMOCRAT,188469,365178
2020,ARIZONA,2,DEMOCRAT,209945,381054
2020,ARIZONA,3,DEMOCRAT,174243,269837
2020,ARIZONA,4,REPUBLICAN,278002,398623
2020,ARIZONA,5,REPUBLICAN,262414,445657
2020,ARIZONA,6,REPUBLICAN,217783,417427
2020,ARIZONA,7,DEMOCRAT,165452,215732
2020,ARIZONA,8,REPUBLICAN,251633,422467
2020,ARIZONA,9,DEMOCRAT,217094,352274
2020,ARKANSAS,1,REPUBLICAN,237596,237596
2020,ARKANSAS,2,REPUBLICAN,184093,332503
2020,ARKANSAS,3,REPUBLICAN,214960,334262
2020,ARKANSAS,4,REPUBLICAN,191617,275035
2020,CALIFORNIA,1,REPUBLICAN,204190,358263
2020,CALIFORNIA,2,DEMOCRAT,294435,388755
2020,CALIFORNIA,3,DEMOCRAT,176043,321988
2020,CALIFORNIA,4,REPUBLICAN,247291,442022
2020,CALIFORNIA,5,DEMOCRAT,271233,356460
2020,CALIFORNIA,6,DEMOCRAT,229648,313114
2020,CALIFORNIA,7,DEMOCRAT,217416,383965
2020,CALIFORNIA,8,REPUBLICAN,158711,283111
2020,CALIFORNIA,9,DEMOCRAT,174252,302610
2020,CALIFORNIA,10,DEMOCRAT,166865,302494
2020,CALIFORNIA,11,DEMOCRAT,271063,371356
2020,CALIFORNIA,12,DEMOCRAT,281776,362950
2020,CALIFORNIA,13,DEMOCRAT,327863,362818
2020,CALIFORNIA,14,DEMOCRAT,278300,351005
2020,CALIFORNIA,15,DEMOCRAT,242991,342701
2020,CALIFORNIA,16,DEMOCRAT,128690,216729
2020,CALIFORNIA,17,DEMOCRAT,212137,297336
2020,CALIFORNIA,18,DEMOCRAT,217388,344139
2020,CALIFORNIA,19,DEMOCRAT,224385,313027
2020,CALIFORNIA,20,DEMOCRAT,236896,308554
2020,CALIFORNIA,21,REPUBLICAN,85928,170334
2020,CALIFORNIA,22,REPUBLICAN,170888,315139
2020,CALIFORNIA,23,REPUBLICAN,190222,306118
2020,CALIFORNIA,24,DEMOCRAT,212564,362345
2020,CALIFORNIA,25,REPUBLICAN,169638,338943
2020,CALIFORNIA,26,DEMOCRAT,208856,344733
2020,CALIFORNIA,27,DEMOCRAT,221411,317318
2020,CALIFORNIA,28,DEMOCRAT,244271,336199
2020,CALIFORNIA,29,DEMOCRAT,119420,210944
2020,CALIFORNIA,30,DEMOCRAT,240038,345464
2020,CALIFORNIA,31,DEMOCRAT,175315,286050
2020,CALIFORNIA,32,DEMOCRAT,172942,259760
2020,CALIFORNIA,33,DEMOCRAT,257094,380428
2020,CALIFORNIA,34,DEMOCRAT,108792,205346
2020,CALIFORNIA,35,DEMOCRAT,169405,244346
2020,CALIFORNIA,36,DEMOCRAT,185151,306849
2020,CALIFORNIA,37,DEMOCRAT,254916,296621
2020,CALIFORNIA,38,DEMOCRAT,190467,256206
2020,CALIFORNIA,39,REPUBLICAN,173946,343783
2020,CALIFORNIA,40,DEMOCRAT,135572,186381
2020,CALIFORNIA,41,DEMOCRAT,168126,262573
2020,CALIFORNIA,42,REPUBLICAN,210274,368047
2020,CALIFORNIA,43,DEMOCRAT,199210,277898
2020,CALIFORNIA,44,DEMOCRAT,139661,206036
2020,CALIFORNIA,45,DEMOCRAT,221843,414939
2020,CALIFORNIA,46,DEMOCRAT,157803,229519
2020,CALIFORNIA,47,DEMOCRAT,197028,311399
2020,CALIFORNIA,48,REPUBLICAN,201738,395100
2020,CALIFORNIA,49,DEMOCRAT,205349,386506
2020,CALIFORNIA,50,REPUBLICAN,195521,362390
2020,CALIFORNIA,51,DEMOCRAT,165596,242437
2020,CALIFORNIA,52,DEMOCRAT,244145,396495
2020,CALIFORNIA,53,DEMOCRAT,199244,334858
2020,COLORADO,1,DEMOCRAT,331621,450290
2020,COLORADO,2,DEMOCRAT,316925,515663
2020,COLORADO,3,REPUBLICAN,220634,429319
2020,COLORADO,4,REPUBLICAN,285606,475107
2020,COLORADO,5,REPUBLICAN,249013,432407
2020,COLORADO,6,DEMOCRAT,250314,438473
2020,COLORADO,7,DEMOCRAT,250525,423691
2020,CONNECTICUT,1,DEMOCRAT,213001,349237
2020,CONNECTICUT,2,DEMOCRAT,207303,367347
2020,CONNECTICUT,3,DEMOCRAT,194259,346103
2020,CONNECTICUT,4,DEMOCRAT,224432,360716
2020,CONNECTICUT,5,DEMOCRAT,183797,349524
2020,FLORIDA,1,REPUBLICAN,283352,438562
2020,FLORIDA,2,REPUBLICAN,305337,311999
2020,FLORIDA,3,REPUBLICAN,223075,390401
2020,FLORIDA,4,REPUBLICAN,308497,504940
2020,FLORIDA,5,DEMOCRAT,219463,336973
2020,FLORIDA,6,REPUBLICAN,265393,437856
2020,FLORIDA,7,DEMOCRAT,224946,406449
2020,FLORIDA,8,REPUBLICAN,282093,459788
2020,FLORIDA,9,DEMOCRAT,240724,429638
2020,FLORIDA,10,DEMOCRAT,239434,376397
2020,FLORIDA,11,REPUBLICAN,316979,475073
2020,FLORIDA,12,REPUBLICAN,284941,453135
2020,FLORIDA,13,DEMOCRAT,215405,406125
2020,FLORIDA,14,DEMOCRAT,224240,372136
2020,FLORIDA,15,REPUBLICAN,216374,390671
2020,FLORIDA,16,REPUBLICAN,269001,484684
2020,FLORIDA,17,REPUBLICAN,266514,412397
2020,FLORIDA,18,REPUBLICAN,253286,449720
2020,FLORIDA,19,REPUBLICAN,272440,444589
2020,FLORIDA,20,DEMOCRAT,253661,322409
2020,FLORIDA,21,DEMOCRAT,237925,403093
2020,FLORIDA,22,DEMOCRAT,235764,402317
2020,FLORIDA,23,DEMOCRAT,221239,380196
2020,FLORIDA,24,DEMOCRAT,218825,289638
2020,FLORIDA,25,REPUBLICAN,-1,-1
2020,FLORIDA,26,REPUBLICAN,177223,342630
2020,FLORIDA,27,REPUBLICAN,176141,342975
2020,GEORGIA,1,REPUBLICAN,189457,324695
2020,GEORGIA,2,DEMOCRAT,161397,273034
2020,GEORGIA,3,REPUBLICAN,241526,371318
2020,GEORGIA,4,DEMOCRAT,278906,348299
2020,GEORGIA,5,DEMOCRAT,301857,354503
2020,GEORGIA,6,DEMOCRAT,216775,397104
2020,GEORGIA,7,DEMOCRAT,190900,371464
2020,GEORGIA,8,REPUBLICAN,198701,308013
2020,GEORGIA,9,REPUBLICAN,292750,372547
2020,GEORGIA,10,REPUBLICAN,235810,378446
2020,GEORGIA,11,REPUBLICAN,245259,405882
2020,GEORGIA,12,REPUBLICAN,181038,310099
2020,GEORGIA,13,DEMOCRAT,279045,360582
2020,GEORGIA,14,REPUBLICAN,229827,307625
2020,HAWAII,1,DEMOCRAT,183245,283408
2020,HAWAII,2,DEMOCRAT,171517,296376
2020,IDAHO,1,REPUBLICAN,310736,458576
2020,IDAHO,2,REPUBLICAN,250669,391333
2020,ILLINOIS,1,DEMOCRAT,239943,325123
2020,ILLINOIS,2,DEMOCRAT,234896,298038
2020,ILLINOIS,3,DEMOCRAT,172997,306848
2020,ILLINOIS,4,DEMOCRAT,187219,222737
2020,ILLINOIS,5,DEMOCRAT,255661,361271
2020,ILLINOIS,6,DEMOCRAT,213777,404747
2020,ILLINOIS,7,DEMOCRAT,249383,310128
2020,ILLINOIS,8,DEMOCRAT,186251,254578
2020,ILLINOIS,9,DEMOCRAT,262045,369170
2020,ILLINOIS,10,DEMOCRAT,202402,316874
2020,ILLINOIS,11,DEMOCRAT,194557,307377
2020,ILLINOIS,12,REPUBLICAN,194839,322416
2020,ILLINOIS,13,REPUBLICAN,181373,333021
2020,ILLINOIS,14,DEMOCRAT,203209,401052
2020,ILLINOIS,15,REPUBLICAN,244947,333506
2020,ILLINOIS,16,REPUBLICAN,218839,338159
2020,ILLINOIS,17,DEMOCRAT,156011,299895
2020,ILLINOIS,18,REPUBLICAN,261840,371879
2020,INDIANA,1,DEMOCRAT,185180,326948
2020,INDIANA,2,REPUBLICAN,183601,298568
2020,INDIANA,3,REPUBLICAN,220989,325751
2020,INDIANA,4,REPUBLICAN,225531,338515
2020,INDIANA,5,REPUBLICAN,208212,416226
2020,INDIANA,6,REPUBLICAN,225319,328213
2020,INDIANA,7,DEMOCRAT,176422,282568
2020,INDIANA,8,REPUBLICAN,214643,320617
2020,INDIANA,9,REPUBLICAN,222057,359038
2020,IOWA,1,REPUBLICAN,212088,423971
2020,IOWA,2,REPUBLICAN,196964,413989
2020,IOWA,3,DEMOCRAT,219205,460813
2020,IOWA,4,REPUBLICAN,237369,401495
2020,KANSAS,1,REPUBLICAN,208229,292622
2020,KANSAS,2,REPUBLICAN,185464,336315
2020,KANSAS,3,DEMOCRAT,220049,410418
2020,KANSAS,4,REPUBLICAN,203432,319598
2020,KENTUCKY,1,REPUBLICAN,246329,328470
2020,KENTUCKY,2,REPUBLICAN,255735,360399
2020,KENTUCKY,3,DEMOCRAT,230672,368097
2020,KENTUCKY,4,REPUBLICAN,256613,382509
2020,KENTUCKY,5,REPUBLICAN,250914,297970
2020,KENTUCKY,6,REPUBLICAN,216948,378450
2020,LOUISIANA,1,REPUBLICAN,270330,374369
2020,LOUISIANA,2,DEMOCRAT,201636,316982
2020,LOUISIANA,3,REPUBLICAN,230480,340120
2020,LOUISIANA,4,REPUBLICAN,185265,306578
2020,LOUISIANA,5,REPUBLICAN,149183,435090
2020,LOUISIANA,6,REPUBLICAN,265706,373996
2020,MAINE,1,DEMOCRAT,271004,447981
2020,MAINE,2,DEMOCRAT,197974,380324
2020,MARYLAND,1,REPUBLICAN,250901,395524
2020,MARYLAND,2,DEMOCRAT,224836,332026
2020,MARYLAND,3,DEMOCRAT,260358,373206
2020,MARYLAND,4,DEMOCRAT,282119,354529
2020,MARYLAND,5,DEMOCRAT,274210,398839
2020,MARYLAND,6,DEMOCRAT,215540,366434
2020,MARYLAND,7,DEMOCRAT,237084,330998
2020,MARYLAND,8,DEMOCRAT,274716,402614
2020,MASSACHUSETTS,1,DEMOCRAT,275376,372716
2020,MASSACHUSETTS,2,DEMOCRAT,249854,394084
2020,MASSACHUSETTS,3,DEMOCRAT,286896,388210
2020,MASSACHUSETTS,4,DEMOCRAT,251102,434533
2020,MASSACHUSETTS,5,DEMOCRAT,294427,413371
2020,MASSACHUSETTS,6,DEMOCRAT,286377,452574
2020,MASSACHUSETTS,7,DEMOCRAT,267362,326837
2020,MASSACHUSETTS,8,DEMOCRAT,310940,433545
2020,MASSACHUSETTS,9,DEMOCRAT,260262,442135
2020,MICHIGAN,1,REPUBLICAN,256581,416219
2020,MICHIGAN,2,REPUBLICAN,238711,403247
2020,MICHIGAN,3,REPUBLICAN,213649,403419
2020,MICHIGAN,4,REPUBLICAN,242621,373245
2020,MICHIGAN,5,DEMOCRAT,196599,361032
2020,MICHIGAN,6,REPUBLICAN,211496,378980
2020,MICHIGAN,7,REPUBLICAN,227524,387267
2020,MICHIGAN,8,DEMOCRAT,217922,428344
2020,MICHIGAN,9,DEMOCRAT,230318,399117
2020,MICHIGAN,10,REPUBLICAN,271607,409786
2020,MICHIGAN,11,DEMOCRAT,226128,450473
2020,MICHIGAN,12,DEMOCRAT,254957,383823
2020,MICHIGAN,13,DEMOCRAT,223205,285885
2020,MICHIGAN,14,DEMOCRAT,271370,342303
2020,MINNESOTA,1,REPUBLICAN,179234,368856
2020,MINNESOTA,2,DEMOCRAT,204534,424512
2020,MINNESOTA,3,DEMOCRAT,246666,443603
2020,MINNESOTA,4,DEMOCRAT,245813,389114
2020,MINNESOTA,5,DEMOCRAT,255924,398229
2020,MINNESOTA,6,REPUBLICAN,270901,412307
2020,MINNESOTA,7,REPUBLICAN,194066,363477
2020,MINNESOTA,8,REPUBLICAN,223432,393711
2020,MISSISSIPPI,1,REPUBLICAN,228787,332795
2020,MISSISSIPPI,2,DEMOCRAT,196224,297234
2020,MISSISSIPPI,3,REPUBLICAN,221064,341846
2020,MISSISSIPPI,4,REPUBLICAN,255971,255971
